dbid,title,age,text,lemmatized
7935, fugir,13,Anarsi cuan tens por,anar ell ' hi quan tenir por .
7936, pesat,13,Estar tot el dia incodriom,estar tot el dia molestar .
7937, volcà,13,es una acumilacio de lava que va ocumalant i creix i esploto.,ser un acumulació de lava que anar acumular i créixer i explotar .
7744, fugir,12,quan et vas d'algún lloc (estic fugit de la pressó),quan tu anar de algun lloc ( estar fugir de el presó ) .
7745, pesat,12,quan et poses molt a parlar o ets molt agoviant,quan tu posar molt a parlar o ser molt angoixant .
7746, volcà,12,és quan la lava quan surt fa una montanya i el volcà es la muntanya,ser quan el lava quan sortir fer un muntanya i el volcà ser el muntanya .
7649, microbi,12,Element natural molt petit,element natural molt petit .
7650, traduir,12,Substituir un idioma a un altre,substituir un idioma a un altre .
7651, vergonyós,12,Cualitat de persona en que se sent timit.,qualitat de persona en que ell sentir tímid .
7794, bacteri,13,"Ésser viu diminut, que s'aprafita de l'altre ésser viu amb el que està convivint.","ésser viu diminut , que ell aprofitar de el altre ésser viu amb el que estar conviure ."
7795, nadalenc,13,"Persona a qui li agrada molt celebrarelNadar, ho vestit-se molt abrigat.","persona a qui ell agradar molt celebrar el nadal , o vestir ell molt abrigat ."
7796, tornar,13,Vener d'un lloc on has estat un temps.,venir de un lloc on haver estar un temps .
8095, amagar,14,"Guardar alguna cosa perque altres no la
veguin",guardar algun cosa perquè altre no ell veure .
8096, indígena,14,Persona d'altre planeta,persona de altre planeta .
8097, lleig,14,Persona que té la cara fota un fàstig,persona que tenir el cara fet un fàstic .
7905, llegir,12,"Apredre una historia, saber diure una paraula d'un llibre etc....","aprendre un història , saber dir un paraula de un llibre etcètera ..."
7906, mapa,12,Dona la informació d'un terreny,donar el informació de un terreny .
7907, minúscul,12,Es un home a paraules o coses que son molt petites,ser un home o paraula o cosa que ser molt petit .
7719, fugir,14,Fugir es quan un humà te po o molta po o que a fet una cosa dolenta o que esta avergunyit llavors lo millor que as-de fer es fugir. Fugir es quan no pots fer res més.,fugir ser quan un humà tenir por o molt por o que haver fer un cosa dolent o que estar avergonyit llavors el millor que haver de fer ser fugir . fugir ser quan no poder fer res més .
7720, pesat,14,Que sempre esta parlant o molestanta o pegante aquell nen es un pesat.,que sempre estar parlar o molestar tu o pegar tu aquell nen ser un pesat .
7721, volcà,14,Es quan sal el magma a la superfície del volcà.,ser quan sortir el magma a el superfície del volcà .
8065, canviar,14,"Quan una persona no és com abans per exemple
abans era molt mal i ara és bona persona.",quan un persona no ser com abans per_exemple abans ser molt mal i ara ser bo persona .
8066, divertit,14,que no està trist.,que no estar trist .
8067, helicòpter,14,que vola.,que volar .
7809, llegir,13,Llegir vol diu guan estar llegin un llibre etc,llegir voler_dir quan estar llegir un llibre etcètera
7811, minúscul,13,Vol diu que es petit o petita exe aquesta fornuga es petita,voler_dir que ser petit o petit exemple aquest formiga ser petit .
8085, atrevir-se,14,"QUAN UNA PERSONA S'ATREVI A DIR ALGUNA COSA
OTAMBÉ QUE SE META EN COSES QUE NO LIS CONVENGAT.",quan un persona ell atrevir-se a dir algun cosa o també que ell meter en cosa que no ell convenir .
8087, impressionant,14,"Es quan una persona s'impressiona per les
coses que les digan",ser quan un persona ell impressionar per el cosa que ell decir .
7749, enyorar,13,+ cobrar a faltar algu o alguna cosas.,+ cobrar a faltar algú o algun cosa .
7750, il·legal,13,"Que no s'ha de fer, fora de la llei, que l'estat no ho permet.","que no es haver de fer , fora de el llei , que el estat no ho permetre ."
7759, familiar,13,Derivat de la paraula família. S'en diu familiar l'event que és fa amb la família.,derivar de el paraula família . es en dir familiar el event que es fer amb el família .
7760, illa,13,"Superfície terrestre, on és situada en mig d'un mar o d'un oceà per causes de la natura.","superfície terrestre , on ser situat enmig_de un mar o de un oceà per causa de el natura ."
7761, transformar,13,"És quan agafen un objecteu un ésser i fan canvis molt importants, tan fisicament com psicológicament i aquest procès s'en diu transformar.
Tambè és poden dónar formes diferents als objectes.","ser quan agafar un objecte o un ésser i fer canvi molt important , tant físicament com psicològicament i aquest procés es en dir transformar . també ell poder donar forma diferent al objecte ."
8260, canviar,14,cambiar alguna cosa,canviar algun cosa .
8261, divertit,14,Que no es avorrit i es** crient i fa gracia,que no ser avorrit i i fer gràcia .
8262, helicòpter,14,es com un avio,ser com un avió .
8081, badar,14,Badar per una cosa que te guste moltissim,badar per un cosa que tu agradar molt .
7689, arribar,14,Arribar a algun lloc.,arribar a algun lloc .
7690, avorrit,14,Una cosa que no fa gaire riure.,quan tu anar de algun lloc ( estar fugir de el presó ) .
7691, polític,14,Una persona que pertany del dovern.,un persona que pertànyer del govern .
8255, consultar,13,Es parlar amb algú i demanarli un consell.,ser parlar amb algú i demanar ell un consell .
8256, metàl·lic,13,es un aparat que esta fet de metal.,ser un aparat que estar fet de metall .
8257, vacuna,13,"El la paraula que prové cuan et posen una
agulla per el teu cos.",el el paraula que provenir quan tu posar un agulla per el teu cos .
8690, estimar,16,"Es l'acte de tenir un sentiment for per algú cerca, en aquet sentiment vols el millor per a l'altre persona, cosa o animal.  Hi han diferents maneres i intensitats d'estimar.","ser el acte de tenir un sentiment fort per algú cerca , en aquest sentiment voler el millor per a el altre persona , cosa o animal . hi haver diferent manera i intensitat de estimar ."
8691, gent gran,16,Son les persones velles que son majors.,ser el persona vell que ser major .
8692, ximple,16,"persona ruca, ""tonta"". Que sep el que fa.","persona ruc , ' tonto ' . que saber el que fer ."
8603, avorrit,14,"un apersona que no te mai ganas de fer res, ni d'anar a ningún lloc","un persona que no tenir mai gana de fer res , ni de anar a ningún lloc ."
8855, bacteri,11,un bacteri és com una cel·lula,un bacteri ser com un cèl·lula .
8856, nadalenc,11,No ho se,no ho saber .
8857, tornar,11,"Tornar és quan vas a un lloc despres 
vas don as sortit",tornar ser quan anar a un lloc després anar de on haver sortir .
8860, canviar,10,"és una acción on és canvi
c*ses",ser un acció on es canviar cosa .
8861, divertit,10,"Una persona que Jugá anb 
tots i Fa moltes coses que Fan
riure",un persona que jugar amb tot i fer molt cosa que fer riure .
8862, helicòpter,10,"és una mena d'aviu que poden
puJar 5 o * persones",ser un mena de avió que poder pujar 5 o persona .
9061, innocent,9,es per exemple un nen que no ha fet res i el culpan de que an fet una cosa,ser per_exemple un nen que no haver fer res i ell culpar de que haver fer un cosa .
9216, bo,8,Quan provas una cosa i t'agrada,quan provar un cosa i tu agradar .
9217, convèncer,8,"Es insistir una idos vegades asta 
que diu vale.",ser insistir un i dos vegada hasta que dir vale .
9218, mestre,8,"Es la persona que fa la classe
als nens",ser el persona que fer el classe al nen .
8865, fugir,11,"corre, d'anarse d'un lloc per no fer allo que 
no vols","córrer , de anar ell de un lloc per no fer allò que no voler ."
8866, pesat,11,Un objecte o persona pesada.,un objecte o persona pesat .
8867, volcà,11,"es una mena de muntanya que quan 
es calenta treu una mena de liquid vermell.",ser un mena de muntanya que quan ell escalfar treure un mena de líquid vermell .
8810, consultar,10,els nens avegades quan no saben alguna cosa consulten el diccionari,el nen a_vegada quan no saber algun cosa consultar el diccionari .
8811, metàl·lic,10,"Els nens i els pares quan fan un 
castell fan metall.",el nen i el pare quan fer un castell fer metall .
8812, vacuna,10,"que quan va al metge el treuen 
sang.",que quan anar al metge ell treure sang .
8607, consultar,16,'es quan tu vols saber alguna cosa tens que ir a preguntar a consurtar conuna persona.,' ser quan tu voler saber algun cosa tenir que ir a preguntar a consultar con un persona .
8608, metàl·lic,16,e's algo de metal algo metalico.,ser algo de metall algo metálico .
8609, vacuna,16,és un liquid que es posa al braç quan estas malalta.,ser un líquid que ell posar al braç quan estar malalt .
9226, amagar,8,"Es insistirtir una o dos vegades asta que
diu vale",ser insistir un o dos vegada hasta que dir vale .
9227, indígena,8,Es la persona que fa la classe els nens,ser el persona que fer el classe al nen .
9228, lleig,8,Quan pro** una cosa i ta grade,quan provar un cosa i tu agradar .
9246, estimar,8,algu que estiMa a algu,algú que estimar a algú .
9247, gent gran,8,Gent que es mallor de edat,gent que ser major de edat .
8528, microbi,14,Èsser diminut,ésser diminut .
8529, traduir,14,Agafar una frase en un idioma y dir-la en altre.,agafar un frase en un idioma i dir ell en altre .
8530, vergonyós,14,timid,tímid .
9066, estrany,9,cun un semble alselu pallis,que un un semblar .
9067, pau,9,Pau es cuan no se veralla i cun esta trankil,pau ser quan no es barallar i que un estar tranquil .
8870, complicat,12,"
es una cosa que es dificil de fer.",ser un cosa que ser difícil de fer .
8871, espia,12,"
escuan una persona esta espian 
sobre un tema a persones que anfet delictes",ser quan un persona estar espiar sobre un tema a persona que haver fer delicte .
8872, estudiar,12,"escuan tenim que estudia un tema 
i aprendal de memoria",ser quan tenir que estudiar un tema i aprendre ell de_memòria .
8875, bo,10,"persona què deixa,dona o regala
aixo s'anomena Bo","persona que deixar , donar o regalar això es anomenar bo ."
8876, convèncer,10,"    persona què vol que faci una cosa
què vol qui li faci per convence",persona que voler que fer un cosa que voler qui ell fer per convèncer .
8877, mestre,10,"    persona què ensenya a els nens
a apendre coses noves i estudiar.",persona que ensenyar a el nen a aprendre cosa nou i estudiar .
8885, estimar,10,Que t'ha grada algu.,que tu agradar algú .
8886, gent gran,10,Que te més de 37 anys més   o menys,que tenir més de 37 any més_o_menys .
8887, ximple,10,Quenosapres,que no saber res .
8961, cervell,9,atrevimienzo,atrevimiento .
8825, imaginar,10,=pensar,= pensar .
8826, innocent,10,=molt bo,= molt bo .
8827, turó,10,=muntanya,= muntanya .
8495, bacteri,14,"cel·lula, amb nucli, que poden se bons o dolents per la nostra Salud","cèl·lula , amb nucli , que poder ser bo o dolent per el_nostre salud ."
8496, nadalenc,14,"Cosa, objecte relacionat amb les festes de Nadal","cosa , objecte relacionat amb el festa de nadal ."
8497, tornar,14,Acció que vol di retrocedir a un lloc on hihasanat,acció que voler dir retrocedir a un lloc on hi haver anar .
8985, amagar,8,guardarse,guardar ell .
9015, estimar,8,querer,querer .
9016, gent gran,8,altot,alt .
9017, ximple,8,tontu,tonto .
8617, enganyar,17,és dir una mentida a una persona.,ser dir un mentida a un persona .
8618, espatllat,17,Cuan una cosa es trenca es diu que s'ha espatllat perque no serveix. A vegades s'arregla pero avegades no.,quan un cosa ell trencar es dir que ell haver espatllar perquè no servir . a_vegada ell arreglar però a_vegada no .
8619, microscopi,17,es un aparell que serveix per veure les coses petites que no es veuen a sinple vista con les cèl·lules.,ser un aparell que servir per veure el cosa petit que no ell veure a simple vista com el cèl·lula .
8505, intel·ligent,14,Una persona intel·ligent es capaç de Tenir esTudis i una vida pràcticament perfecta,un persona intel·ligent ser capaç de tenir estudi i un vida pràcticament perfecte .
8506, pensar,14,Pensar es reflexionar en soleTeT i sense parlar.,pensar ser reflexionar en soledat i sense parlar .
8507, univers,14,L'Univers es TOT el que es veu més en llà de la terra i de ha via làctea,el univers ser tot el que ell veure més enllà de el terra i de el via_làctea .
8845, estimar,10,Si algú apresia a una altre persona,si algú apreciar a un altre persona .
